timestamp,src_ip,dst_ip,src_port,dst_port,txid,input_addresses,output_addresses,input_amounts,output_amounts,geo_country,asn,scenario
2026-01-01T03:07:00Z,198.51.100.12,198.51.100.19,59690,18333,74e45c98aa985e9b2a3f0eef61b1a04874b6bfe54daf2201c15a0c97cd9fa45d,"[""SYNW_7105858eecd4f46f984a17bb301f863f""]","[""SYNW_9008b8cb63c76493a5798077ac50b8b0""]",[3.23292176],[3.22645592],GB,AS-SYN-US,normal_baseline
2026-01-01T03:24:00Z,198.51.100.13,198.51.100.20,32870,18333,fcd53e2094e3554bddacd4f2ee1bec29d093fe0d2a3cb6b116ce709a92311714,"[""SYNW_9008b8cb63c76493a5798077ac50b8b0""]","[""SYNW_b3632d4847378c325350cff8265ec7f4""]",[1.63641504],[1.63314221],CA,AS-SYN-DE,normal_baseline
2026-01-01T03:41:00Z,198.51.100.14,198.51.100.21,53360,18333,0f2170cf623e2efb914e1c973b1679fa78322fe2cffc9cf5dfb013280a170c18,"[""SYNW_b3632d4847378c325350cff8265ec7f4""]","[""SYNW_20622294856c56fec74b833007088f1d""]",[0.09667375],[0.0964804],JP,AS-SYN-SG,normal_baseline
2026-01-01T03:58:00Z,198.51.100.15,198.51.100.22,53605,18333,01cdb7cef61de526c1be70c8815f24215419d9f5a496431ddfd9296531c291fe,"[""SYNW_20622294856c56fec74b833007088f1d""]","[""SYNW_04a72a9077b6eeb348f77bd9de2de1e2""]",[1.32776949],[1.32511395],IN,AS-SYN-GB,normal_baseline
2026-01-01T04:15:00Z,198.51.100.16,198.51.100.23,24804,18333,01a2d792edebecfe0c8de02e4ee00d176b22467d748e889fdad4a170c5eab9ce,"[""SYNW_04a72a9077b6eeb348f77bd9de2de1e2""]","[""SYNW_8cb541186623e4a7db9e0c98ea434b0e""]",[1.58804271],[1.58486662],US,AS-SYN-IN,normal_baseline
2026-01-01T04:32:00Z,198.51.100.17,198.51.100.24,48416,8333,5f593a48a647537aaf7391b7b0e4cfcd284f794122dd237292dbdb6c7d89b08e,"[""SYNW_8cb541186623e4a7db9e0c98ea434b0e""]","[""SYNW_2495456d0d3cc8698a34a240934aad7e""]",[1.46762893],[1.46469367],DE,AS-SYN-US,normal_baseline
2026-01-01T04:49:00Z,198.51.100.18,198.51.100.25,23592,18333,a7ea7abef6f5b029f393ab6c1a0173d93a2509a8a747ef56c78f2673daa2e2f2,"[""SYNW_2495456d0d3cc8698a34a240934aad7e""]","[""SYNW_a08cda0fea5713855ac78576c6868c78""]",[1.13369304],[1.13142565],SG,AS-SYN-DE,normal_baseline
2026-01-01T05:06:00Z,198.51.100.19,198.51.100.26,43483,8333,d3cee227ee948de2433b7484289f5e9c62c308fa1116c6e386622eca8d8ba894,"[""SYNW_a08cda0fea5713855ac78576c6868c78""]","[""SYNW_1717ebb109c64a1c937aa4a180b88e0f""]",[1.61459739],[1.6113682],GB,AS-SYN-SG,normal_baseline
2026-01-01T05:23:00Z,198.51.100.20,198.51.100.27,41872,18333,27c01911ecb5fd60d2e1fac4bd36cb5833c730eeca7395bdb86dbc05f5d26f49,"[""SYNW_1717ebb109c64a1c937aa4a180b88e0f""]","[""SYNW_1fa465f08f228e6d5a60a87e6934afd1""]",[0.59884144],[0.59764376],CA,AS-SYN-GB,normal_baseline
2026-01-01T05:40:00Z,198.51.100.21,198.51.100.28,60211,8333,0cee9e99182a115a90d201cf6ad4d1f27209697a6afd68d1ae787dd4d46f7eee,"[""SYNW_1fa465f08f228e6d5a60a87e6934afd1""]","[""SYNW_deac33c5243461d789817b7724155433""]",[2.96703082],[2.96109676],JP,AS-SYN-IN,normal_baseline
2026-01-01T05:57:00Z,198.51.100.22,198.51.100.29,35732,8333,b3e5edc6f441b607a922c435319f726930ca085b59d1be053125b0c5e00103a3,"[""SYNW_deac33c5243461d789817b7724155433""]","[""SYNW_5b7f3cc776c56764025694565c2f0c2d""]",[0.80200325],[0.80039924],IN,AS-SYN-US,normal_baseline
2026-01-01T06:14:00Z,198.51.100.23,198.51.100.30,38501,8333,eb56963068daff45c884e13ec73fc9cfc2df31fc9e5f6e1b7608ad043004d406,"[""SYNW_5b7f3cc776c56764025694565c2f0c2d""]","[""SYNW_053f536a4a4d68392fc9cd6f00811742""]",[1.46163355],[1.45871028],US,AS-SYN-DE,normal_baseline
2026-01-01T06:31:00Z,198.51.100.24,198.51.100.31,22123,18333,327eefce9ff9f5f5d7e6d963d71550b93989c6a0aaa1bda290f939a53c74277d,"[""SYNW_053f536a4a4d68392fc9cd6f00811742""]","[""SYNW_da113da8c943448ea9e657a4a05dbfce""]",[2.34853881],[2.34384173],DE,AS-SYN-SG,normal_baseline
2026-01-01T06:48:00Z,198.51.100.25,198.51.100.32,57401,8333,51a726cc2abe57e80973443deaccaa6f4249b155bddf74be149ebf9ef115073f,"[""SYNW_da113da8c943448ea9e657a4a05dbfce""]","[""SYNW_d763b7ba88638b8971615ab765e0fb2d""]",[2.68396992],[2.67860198],SG,AS-SYN-GB,normal_baseline
2026-01-01T07:05:00Z,198.51.100.26,198.51.100.33,40399,18333,adc601d413113831d0e840e48dbb983692d6dd8b3443cb7e4af3a319cc5bb54e,"[""SYNW_d763b7ba88638b8971615ab765e0fb2d""]","[""SYNW_eb4656aeea3605a4b898b97dc643f6de""]",[3.79099944],[3.78341744],GB,AS-SYN-IN,normal_baseline
2026-01-01T07:22:00Z,198.51.100.27,198.51.100.34,30704,18333,74f3f9f5f9ce4953a4ad06da75f0a718d8fc787f20fd766b8c0dc43fafb5f944,"[""SYNW_eb4656aeea3605a4b898b97dc643f6de""]","[""SYNW_b59f0f77eaae94db96393856f30e61ff""]",[3.92638912],[3.91853634],CA,AS-SYN-US,normal_baseline
2026-01-01T07:39:00Z,198.51.100.28,198.51.100.35,57169,8333,73982439491895548f01d4d81f0e256c10e8f2155cd0a64f61b6d950c239c9ee,"[""SYNW_b59f0f77eaae94db96393856f30e61ff""]","[""SYNW_08c4bb8f32254fb92044864715fdca29""]",[3.9208942],[3.91305241],JP,AS-SYN-DE,normal_baseline
2026-01-01T07:56:00Z,198.51.100.29,198.51.100.36,36402,8333,c271cf1a0f810536adf86d59715146a49a9331554f91f06a708a3a7173eaa64c,"[""SYNW_08c4bb8f32254fb92044864715fdca29""]","[""SYNW_67daeafa6c660a24ceb505e02aec2b22""]",[3.06006766],[3.05394752],IN,AS-SYN-SG,normal_baseline
2026-01-01T08:13:00Z,198.51.100.30,198.51.100.37,47738,8333,c3402a9a2c364e6f77f8d14bce419cc5dc61f5e55025cca42a1c7a73e04156b1,"[""SYNW_67daeafa6c660a24ceb505e02aec2b22""]","[""SYNW_4e61940931358583397ca5f32c0a3630""]",[3.46178727],[3.4548637],US,AS-SYN-GB,normal_baseline
2026-01-01T08:30:00Z,198.51.100.31,198.51.100.38,41430,8333,b4ac9ab99a58ab882fef9629219b73cb56b6d910db81f885a24dff14cda5026a,"[""SYNW_4e61940931358583397ca5f32c0a3630""]","[""SYNW_fffe8b02d8aa59c8d29a11c78d4ef271""]",[2.81627079],[2.81063825],DE,AS-SYN-IN,normal_baseline
2026-01-01T08:47:00Z,198.51.100.32,198.51.100.39,30244,8333,0dfb8ffe13d2e3ac3de5dcb4e4943306f28e4491bd8b07e1548c59f5141cffe5,"[""SYNW_fffe8b02d8aa59c8d29a11c78d4ef271""]","[""SYNW_1d597703ceaf7472e686a607ea3767bb""]",[2.55813113],[2.55301487],SG,AS-SYN-US,normal_baseline
2026-01-01T09:04:00Z,198.51.100.33,198.51.100.40,29262,8333,351f2dea9ea216c932f8b686b418048bafb449a3fc86c974e8b3ec21462a5825,"[""SYNW_1d597703ceaf7472e686a607ea3767bb""]","[""SYNW_cc8f8d84a1fd64eb608552cfad22adfd""]",[1.01496668],[1.01293675],GB,AS-SYN-DE,normal_baseline
2026-01-01T09:21:00Z,198.51.100.34,198.51.100.41,37511,18333,56aa7bb9f91ae0b6a27aaa13f46086e6f8b63ae7a8dcf29b589b5d7f7e1bab7f,"[""SYNW_cc8f8d84a1fd64eb608552cfad22adfd""]","[""SYNW_a081b8c4266707f2cc53b051aafb275e""]",[0.02786172],[0.027806],CA,AS-SYN-SG,normal_baseline
2026-01-01T09:38:00Z,198.51.100.35,198.51.100.42,45121,8333,a7d99f7cf41067653e0a726e05b1a611a770cfe9d0321a969915f893193328f1,"[""SYNW_a081b8c4266707f2cc53b051aafb275e""]","[""SYNW_e4189416bce086c40c95d0343ee1d45d""]",[2.98401637],[2.97804834],JP,AS-SYN-GB,normal_baseline
2026-01-01T09:55:00Z,198.51.100.36,198.51.100.43,32277,18333,39af17fe80e8ba7984498d4692026c56a8f512c371851cc759b81e00b3425f98,"[""SYNW_e4189416bce086c40c95d0343ee1d45d""]","[""SYNW_cf0d37345a59264c81b905b8cc4bdb07""]",[2.40056905],[2.39576791],IN,AS-SYN-IN,normal_baseline
2026-01-01T10:12:00Z,198.51.100.37,198.51.100.44,33302,8333,aad48b9f1616447441dc8d2f7929e9119204228cf149e2e18afd28c4efe0f3e8,"[""SYNW_cf0d37345a59264c81b905b8cc4bdb07""]","[""SYNW_5b44357e17ebc448471560f1fe1641a3""]",[1.13349715],[1.13123016],US,AS-SYN-US,normal_baseline
2026-01-01T10:29:00Z,198.51.100.38,198.51.100.45,49590,18333,119e51b1f2499d7248feb132853e0ee37d294ad9dd3098ed3f0894305de72af2,"[""SYNW_5b44357e17ebc448471560f1fe1641a3""]","[""SYNW_48781551272c46d53009ad99015fcabf""]",[3.82925995],[3.82160143],DE,AS-SYN-DE,normal_baseline
2026-01-01T10:46:00Z,198.51.100.39,198.51.100.46,29830,18333,85563edfe71f0ae998b8efb380fab0dc7b5a1a3e98805933662c9a719546fd94,"[""SYNW_48781551272c46d53009ad99015fcabf""]","[""SYNW_73e84e2c8d30a6c064abbad702d65f93""]",[3.62676903],[3.61951549],SG,AS-SYN-SG,normal_baseline
2026-01-01T11:03:00Z,198.51.100.40,198.51.100.47,46951,18333,4135efc62884d850cbb08fbb1e72b3723d290f35b96406b797466487d4b48dde,"[""SYNW_73e84e2c8d30a6c064abbad702d65f93""]","[""SYNW_e09d3cdbfc88d15b650135ca5369a906""]",[0.38024634],[0.37948585],GB,AS-SYN-GB,normal_baseline
2026-01-01T11:20:00Z,198.51.100.41,198.51.100.48,64342,18333,b66cb41b9d642eea34711092572c30e24e235ee7f01646d3eb6493ae5c897c55,"[""SYNW_e09d3cdbfc88d15b650135ca5369a906""]","[""SYNW_aa30ba7fbe7c8dfc02b31455d18561b6""]",[3.30987066],[3.30325092],CA,AS-SYN-IN,normal_baseline
2026-01-01T11:37:00Z,198.51.100.42,198.51.100.49,25904,18333,44363cf49654cb980b6d591154227feca042a95d0366c9abb3d8a17404f5ec97,"[""SYNW_aa30ba7fbe7c8dfc02b31455d18561b6""]","[""SYNW_48f7c597b58ab964482170d705c4000a""]",[2.29953029],[2.29493123],JP,AS-SYN-US,normal_baseline
2026-01-01T11:54:00Z,198.51.100.43,198.51.100.50,54561,8333,d9912b5be246d80c43e5a0167d2cbfdbc5b842c968f82ce261e9792c91f2bcf2,"[""SYNW_48f7c597b58ab964482170d705c4000a""]","[""SYNW_21a8ce034c93a9541e89a21f8d08b2c4""]",[2.15986286],[2.15554313],IN,AS-SYN-DE,normal_baseline
2026-01-01T12:11:00Z,198.51.100.44,198.51.100.51,61757,18333,2562699a46793776b1f74c721060ec96a55514171bba1b3e16d2cff6ecc02888,"[""SYNW_21a8ce034c93a9541e89a21f8d08b2c4""]","[""SYNW_248b8d5fda273f8fd1ce4bb91cfc4586""]",[0.1789591],[0.17860118],US,AS-SYN-SG,normal_baseline
2026-01-01T12:28:00Z,198.51.100.45,198.51.100.52,26316,8333,4482271b4841c2a248a65a2d3bf5bee6e6be5f5ea24973d6d4477ebdae86e283,"[""SYNW_248b8d5fda273f8fd1ce4bb91cfc4586""]","[""SYNW_1a60fd934fecaec66cc186ca634541c2""]",[2.43068041],[2.42581905],DE,AS-SYN-GB,normal_baseline
2026-01-01T12:45:00Z,198.51.100.46,198.51.100.53,34250,8333,cb6828875012928bfab6a0b4fa253fb33361a09055741c4c33e972ce1244f727,"[""SYNW_1a60fd934fecaec66cc186ca634541c2""]","[""SYNW_63d71523f62aa001a6d18c933623eb06""]",[3.0420226],[3.03593855],SG,AS-SYN-IN,normal_baseline
2026-01-01T13:02:00Z,198.51.100.47,198.51.100.54,41236,8333,80b74ea420fbebfe07e80a5b5e77c4c7d17fc0c892a41fe378427560ebdd9536,"[""SYNW_63d71523f62aa001a6d18c933623eb06""]","[""SYNW_e8f33b42a97b6a9c908fe8225bf0df59""]",[0.69617507],[0.69478272],GB,AS-SYN-US,normal_baseline
2026-01-01T13:19:00Z,198.51.100.48,198.51.100.55,43253,18333,ecf65244b5d1645ffd1d386e029a1a149cb3c30fbdb1464be82712b6a83429d3,"[""SYNW_e8f33b42a97b6a9c908fe8225bf0df59""]","[""SYNW_348bc084daaa4f92668d87dba10c2617""]",[3.58131929],[3.57415665],CA,AS-SYN-DE,normal_baseline
2026-01-01T13:36:00Z,198.51.100.49,198.51.100.56,27413,18333,26f87f4025808c781f7309db8aea5e165ad62d8278ad4df1cfa16f30f33bdb72,"[""SYNW_348bc084daaa4f92668d87dba10c2617""]","[""SYNW_67518e155fa9b303ae5d77b2ce57e1d0""]",[3.63719657],[3.62992218],JP,AS-SYN-SG,normal_baseline
2026-01-01T13:53:00Z,198.51.100.50,198.51.100.57,52665,18333,6f5848696d1008344af5216db1cf8b1d37dbc6925165c5a41e084112de093845,"[""SYNW_67518e155fa9b303ae5d77b2ce57e1d0""]","[""SYNW_6a6a33f1b0e38c48b314acce541a02b7""]",[0.50590993],[0.50489811],IN,AS-SYN-GB,normal_baseline
2026-01-01T14:10:00Z,198.51.100.51,198.51.100.58,45416,18333,e360bc93d192e4f73a20913e5bd3d9e0c39dc55e8263bfa0011688cab81c48d1,"[""SYNW_6a6a33f1b0e38c48b314acce541a02b7""]","[""SYNW_8db16265b852533d47aa28394391ed90""]",[3.74194113],[3.73445725],US,AS-SYN-IN,normal_baseline
2026-01-01T14:27:00Z,198.51.100.52,198.51.100.59,56937,8333,5558232fbc06cb119b17809c83c1b442ec18d731268d1a1d66c9c40a3f11e36c,"[""SYNW_8db16265b852533d47aa28394391ed90""]","[""SYNW_d985598210081fca332b52ee77a85870""]",[2.26385172],[2.25932402],DE,AS-SYN-US,normal_baseline
2026-01-01T14:44:00Z,198.51.100.53,198.51.100.60,46379,8333,7dd0b621a0a343bcf0a39de5065d1634ec0e2fdbc9c5844efb9d8417f7e4465c,"[""SYNW_d985598210081fca332b52ee77a85870""]","[""SYNW_52e6e50b6c4b1e69f9a6ad4782fec8f4""]",[3.03605342],[3.02998131],SG,AS-SYN-DE,normal_baseline
2026-01-01T15:01:00Z,198.51.100.54,198.51.100.61,37494,8333,6ea5b6b535e77c6a9c597cfe2ead260af7c7e6bbd71fabeddf4e22142f53364e,"[""SYNW_52e6e50b6c4b1e69f9a6ad4782fec8f4""]","[""SYNW_9bc441a229596e292dd485fe646cfea1""]",[1.55868295],[1.55556558],GB,AS-SYN-SG,normal_baseline
2026-01-01T15:18:00Z,198.51.100.55,198.51.100.62,38219,8333,e7dd2e1d99a40241462e7e2535e92847aaf216d1ef577d5579d84113af3122c9,"[""SYNW_9bc441a229596e292dd485fe646cfea1""]","[""SYNW_cf2f400796e93b28dd8abcdc5fd05d7c""]",[1.83558228],[1.83191112],CA,AS-SYN-GB,normal_baseline
2026-01-01T15:35:00Z,198.51.100.56,198.51.100.63,50614,18333,fe47893a7047ceaebde7947327c5422f61224ab483b2bfb697fd4427c16fce46,"[""SYNW_cf2f400796e93b28dd8abcdc5fd05d7c""]","[""SYNW_1692ef4d470d1c698495a11410f18c2c""]",[3.15408303],[3.14777486],JP,AS-SYN-IN,normal_baseline
2026-01-01T15:52:00Z,198.51.100.57,198.51.100.64,32580,8333,956b0db6e4e3824974735fe8f60d92f8caa234ab264bcb9be4e93e6e93908680,"[""SYNW_1692ef4d470d1c698495a11410f18c2c""]","[""SYNW_e9195cd97da09115c482f9d69226464f""]",[3.45844061],[3.45152373],IN,AS-SYN-US,normal_baseline
2026-01-01T16:09:00Z,198.51.100.58,198.51.100.65,57208,8333,a4886e33acbfa5c110bcfd1140f973e5213679f80d61d2083df3a1c142a4214d,"[""SYNW_e9195cd97da09115c482f9d69226464f""]","[""SYNW_33f8581bc2cb4b52ac77a5eaeae56c87""]",[2.23860464],[2.23412743],US,AS-SYN-DE,normal_baseline
2026-01-01T16:26:00Z,198.51.100.59,198.51.100.66,45686,18333,a54d36a3730d123ba39509444e486034b34d0269972bccf07a2c198dae571226,"[""SYNW_33f8581bc2cb4b52ac77a5eaeae56c87""]","[""SYNW_ba6b86d23d17ffc989f5a2f1b24e1d3e""]",[1.70477915],[1.70136959],DE,AS-SYN-SG,normal_baseline
2026-01-01T16:43:00Z,198.51.100.60,198.51.100.67,29190,18333,efd1520a1bb1db5ac55beb89438f0a2edca3fa6a94b4f8c0f791fa9646987ebe,"[""SYNW_ba6b86d23d17ffc989f5a2f1b24e1d3e""]","[""SYNW_8cc6e54a529735350d5d2644b37dc929""]",[1.58670055],[1.58352715],SG,AS-SYN-GB,normal_baseline
2026-01-01T17:00:00Z,198.51.100.61,198.51.100.68,53110,8333,6c0220a5732d6304fdf1e07efd4573ca27cdd9e8e749ae5b0c36bbedd96522c2,"[""SYNW_8cc6e54a529735350d5d2644b37dc929""]","[""SYNW_f25ca75e84a2fbff08c8112b988f2bfe""]",[1.7047916],[1.70138202],GB,AS-SYN-IN,normal_baseline
2026-01-01T17:17:00Z,198.51.100.62,198.51.100.69,25072,18333,26386cce8fa0e6a0dc23fea563927cf3a5038ddadad3039bd3a384955486d967,"[""SYNW_f25ca75e84a2fbff08c8112b988f2bfe""]","[""SYNW_9c64f601e247af7bfb48988ee9dafdc7""]",[1.54333115],[1.54024449],CA,AS-SYN-US,normal_baseline
2026-01-01T17:34:00Z,198.51.100.63,198.51.100.70,52389,8333,2f285c6e11f8bf9166ee5333e46c2ee4a46a675c8d4b60a92eb4d5f10d92a4bc,"[""SYNW_9c64f601e247af7bfb48988ee9dafdc7""]","[""SYNW_45953879efc7ebe8d2228bb34a801ede""]",[3.64606285],[3.63877072],JP,AS-SYN-DE,normal_baseline
2026-01-01T17:51:00Z,198.51.100.64,198.51.100.71,35741,8333,859e725b06a9c82ab9d0bd954b74f233e3aaf56961b7b9aa8d0462e69a2d0097,"[""SYNW_45953879efc7ebe8d2228bb34a801ede""]","[""SYNW_c972d97397a585fb76bb4fe000202704""]",[0.11709888],[0.11686468],IN,AS-SYN-SG,normal_baseline
2026-01-01T18:08:00Z,198.51.100.65,198.51.100.72,39340,18333,efd0c547879c523f1f28fd2f74da81c604663002df10ca2783d7c159dcb49f35,"[""SYNW_c972d97397a585fb76bb4fe000202704""]","[""SYNW_15aaf6fc6a38a8795a9289f3429a834e""]",[3.43404065],[3.42717257],US,AS-SYN-GB,normal_baseline
2026-01-01T18:25:00Z,198.51.100.66,198.51.100.73,38243,18333,827fe330c1116ee0416b8e539c5056683bbd4b468126ae2438e51a8ee56ee50d,"[""SYNW_15aaf6fc6a38a8795a9289f3429a834e""]","[""SYNW_1ffda68e9e50004fce2facd9137a53ec""]",[2.11016366],[2.10594333],DE,AS-SYN-IN,normal_baseline
2026-01-01T18:42:00Z,198.51.100.67,198.51.100.74,45077,8333,c57bc19f1aa7297fb0ce7eb22120f5386d9ae5ac8a301703ad1151ec656c598c,"[""SYNW_1ffda68e9e50004fce2facd9137a53ec""]","[""SYNW_081ec05464a09e720ff79ce8e13e1bd6""]",[1.92191299],[1.91806916],SG,AS-SYN-US,normal_baseline
2026-01-01T18:59:00Z,198.51.100.68,198.51.100.75,23640,18333,62ca99b2d92c20f95034d627927cfbc629687bbdac6c9ea953957a40d7853b57,"[""SYNW_081ec05464a09e720ff79ce8e13e1bd6""]","[""SYNW_0d704edd9cfc445fa83991d5190bd455""]",[0.40724332],[0.40642883],GB,AS-SYN-DE,normal_baseline
2026-01-01T19:16:00Z,198.51.100.69,198.51.100.76,60049,8333,611e9fbe1b25cc5ab198c8271ec6bf66c4069ce3e9338ac992ba718804f2e951,"[""SYNW_0d704edd9cfc445fa83991d5190bd455""]","[""SYNW_fff185faf209967423e8dcb3278866e8""]",[1.28407539],[1.28150724],CA,AS-SYN-SG,normal_baseline
2026-01-01T19:33:00Z,198.51.100.70,198.51.100.77,27825,8333,ac8a14e30dcbf6565ed91832e383f9ced2de4754ed5678ce7ff635ffdd873026,"[""SYNW_fff185faf209967423e8dcb3278866e8""]","[""SYNW_5f4fd4e0726d89b11b0fe7d9b9b899f4""]",[1.58275808],[1.57959256],JP,AS-SYN-GB,normal_baseline
2026-01-01T19:50:00Z,198.51.100.71,198.51.100.78,29149,18333,cb7911734aa0f97f9bdac5db21d1c6cc4c23b39f93559211fc899ce3452d6ac8,"[""SYNW_5f4fd4e0726d89b11b0fe7d9b9b899f4""]","[""SYNW_677841a2b4f3590eb7fc26762513447b""]",[1.36062746],[1.35790621],IN,AS-SYN-IN,normal_baseline
2026-01-01T20:07:00Z,198.51.100.72,198.51.100.79,27399,8333,c6f474969ce2b0d4d29f3ced9a08f49d255105b83f39627cef9da1ba6bbbabfe,"[""SYNW_677841a2b4f3590eb7fc26762513447b""]","[""SYNW_7cc6a1c83bb99874bced1a248d4bbd74""]",[1.42218064],[1.41933628],US,AS-SYN-US,normal_baseline
2026-01-01T20:24:00Z,198.51.100.73,198.51.100.80,26675,18333,2939b1d287b53523523eaf43768d1a8b4257f9b59e141ae5db8c93fac45b1475,"[""SYNW_7cc6a1c83bb99874bced1a248d4bbd74""]","[""SYNW_b35b0aeb3543f2fdd4b3035ae3b766ed""]",[3.28923569],[3.28265722],DE,AS-SYN-DE,normal_baseline
2026-01-01T20:41:00Z,198.51.100.74,198.51.100.81,31618,8333,eb233c8ea09aeb57e10651344078ee45c451f92ac397c6a51c3d414285462f3f,"[""SYNW_b35b0aeb3543f2fdd4b3035ae3b766ed""]","[""SYNW_72ccddd6702e4294a323581979cf0dbd""]",[2.96184708],[2.95592339],SG,AS-SYN-SG,normal_baseline
2026-01-01T20:58:00Z,198.51.100.75,198.51.100.82,42764,18333,bdc3793bba3f6ddfb2dd6dbe0991afa29a6887c698a7ccf4791f8d2fdc3948b4,"[""SYNW_72ccddd6702e4294a323581979cf0dbd""]","[""SYNW_cbe24dddff7da6d93a7b613910c2bf61""]",[3.71296287],[3.70553694],GB,AS-SYN-GB,normal_baseline
2026-01-01T21:15:00Z,198.51.100.76,198.51.100.83,27130,8333,f1e8636ef737bbdbea266e65c583dea8616c88070d856750f125b88f0645ac63,"[""SYNW_cbe24dddff7da6d93a7b613910c2bf61""]","[""SYNW_9b3481bcc562daab40c46f3c0ef97d2a""]",[2.77974732],[2.77418783],CA,AS-SYN-IN,normal_baseline
2026-01-01T21:32:00Z,198.51.100.77,198.51.100.84,52903,8333,a46fd4b8a9cf030f49531119ebaa7a530c6cf4e99a69b9a9a50357abbb73522d,"[""SYNW_9b3481bcc562daab40c46f3c0ef97d2a""]","[""SYNW_854286d4baca00206a70c5ace854c00a""]",[0.35759874],[0.35688354],JP,AS-SYN-US,normal_baseline
2026-01-01T21:49:00Z,198.51.100.78,198.51.100.85,59704,8333,fc74a02d7fe34d555be1d2b9421dc51297fc374658b1a9968c298df68a63d424,"[""SYNW_854286d4baca00206a70c5ace854c00a""]","[""SYNW_a1161361b28b91390fa03f429bb4903c""]",[1.63307731],[1.62981116],IN,AS-SYN-DE,normal_baseline
2026-01-01T22:06:00Z,198.51.100.79,198.51.100.86,23561,18333,c16085dff6ad542189aaa2bf6258171dc73f1b76d45d34f5d8f3f8fb54c5ca59,"[""SYNW_a1161361b28b91390fa03f429bb4903c""]","[""SYNW_c2057d267dc67ed0af9b15c71eea44ef""]",[2.52068598],[2.51564461],US,AS-SYN-SG,normal_baseline
