timestamp,src_ip,dst_ip,src_port,dst_port,txid,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type,geo_country,asn,scenario_label
2026-08-21T23:36:17.495389Z,106.23.7.127,209.29.39.29,9328,8333,d963f404623e65a2f91df8146d4478e40abea0e9e1695d62ee7ded635ac54b8e,3btz8Qff5wChpurSJNYsFtKY7MQxV5uqXJ,3Z8jn3ESmx2qGbJx4rP2PSEPfXf2mwukLq;3GkD2jdsnvkoZxwHzYRimGxUzEuHgGzmJa,42171262,21085631;21061716,23915,p2sh,NL,AS13335,NORMAL_BASELINE
2026-08-22T00:49:13.495389Z,79.171.20.232,167.197.10.148,65006,8333,c653e9ffe7c7bad13c1e3cb3a3dfc36a1594449bf9cfc19ca63d0f6268059105,bc1pkwaj8q0wx60eu3yhdu0jgzqsss2s2n6vcjx49snmclqme5mm5jyrwgmdkz,bc1pm4wdx6cv9a4u07j966zl6a03d2uxewwaqd6n9j9xk378u48245krtjlwln;bc1pz23xtls7g3sc48pym4hw3dsavv54425jcupvmujhyms2xwp0aldfwpq5p5,18157969445,9078984722;9077028868,1955855,p2tr,UA,AS3356,AMOUNT_ANOMALY
2026-08-22T00:50:18.495389Z,173.20.99.8,248.192.152.14,54729,8333,c278ff857257e969c4dfe255721d93b59431dff16985ac0d87c9a4fc08ef1f58,bc1p04z99a5gfcp6p33vuwvntvaqlp6ftvscxdlz8ypqqxss6fe9z05zs7k7yg;bc1pcxsnt3dl7g6rh0eytsk3j3sr3d6f3stchvplel5kustjdllhpdjpcmz3kq;bc1pkhumg39yvkxyqf2mcdhhjpfx6s2gyfe0e5vxyaveermtw8hyejy7lfvhuv;bc1pvyeyxpzfgwlf9u5y8myq4zrna58h9es8mtru4eedtfqnv70l72zs4yy946;bc1p5jxnptelltp28jy3025mxh8khngr69x6h0t4ahvrfty58ugyyrc2l46ru5;bc1puh6m0tah068f90rn2nas5aev6ux4l9l3vjrre84awvqawv8t6xwpv08cs4;bc1pkpm6qvw6g00jfme33mzsjsmm63k3rxr53fnvgmc76mgh327jsc5l6hyeh8;bc1pgzzjgyy0xc0h7f2xhmprkg87suy9vc6pykrl54k2wpmadgm508rrutue8z;bc1pxf4vmu2ee97g058s6gtdflfltgdhaesyf32acp4mrwvtsga4dyqzr5zffy;bc1p4dufw3nktx5prtm2vxtuv2vjc7ljn0lx8d9fn4uhkc5h9t7akumuwyr89f;bc1pmjttsfkqn8svl8tdnk4gymlurp9xqxlya5yec9zmaflkhc79ds2pz0fgwn;bc1pq8k8s5lcq3vchu2d35ded54tsea9qv2gqvvml9cc5hmj57qn0jxpuc0u2m;bc1p2hy607lfxvpl68hxwrfc8pxch7u2enz5ypmk68zkrh6rvzw7u3wxryaatk;bc1ps7ryt49g79743r3vz2xcekeaz0thzl2r0d7g8naxzst3puyq25nqw2uc04;bc1phlag4phs2flyg9uwm9xqfea9ngjdxdn3kaxyffyu5r2vdgtyfal9le4e5m;bc1pmdqapdusn8uw7mmz7yxz8w5wft6dly3043cceggh6azl63dwgm32sq8z9t;bc1pl2t7f97ahny3fnsmqtye7d5s82exjhqpp8a2n5f6g4gy4dl2ydwu0kjx4e;bc1pwh63g928e5zwwy8la0grxnmkunt2ty6446q694tn4l8zh337lcwmd8ujd7;bc1pcc3tfucmt2me3yznap46tkyuqegwmmd5l8czqneh8qehc88usgask4dxaq;bc1p38pzsm6eulzxx73s35zvv3p05jmxgk499kp7sltd8nkp6sj2f5nsxeze5q;bc1pwvwehwjr9kf7n09cjyzkhr0vdvc23hxatsclkpcxpl8z424txh5vyl6kp4;bc1p9fu8vz32zm6rf6w5gl68drkv4lp4wn2qxu5jd6tayy3xvqnauan5xpz2qh;bc1pzhzqmks44jene5h3ecp5r020ruqgy8ja0qv2uds5zrgjukahplvucar4h8;bc1pwaxpqqym49awe7eqsd3kzel3p4f3w552p39vgsztdqjtwwg704908e0r6d,3hQDExQupdyWpGqem47XtLgVECPrP2dbMA;3D6nXHfArDEp9oVcPzPUrMJXsDWKjpVrDV,25738349,12869174;12822206,46969,p2sh,VE,AS15169,GEO_HOPPING
2026-08-22T02:20:54.495389Z,56.63.205.246,87.245.2.36,2252,8333,991deba059cf919e95b682750dab567c2a3d74ebd24dae8be4f1a398356cee97,bc1zu883ms34kym0zveqx3z48hj0dxmc0qcp7eycwj,bc1clftqjjekdhldua4a4m7gdt7yz0a62klzl4lzas;bc1k64rzslgjrd253v0xa8556gmpz4f9ujqkg82hpk,41975703,20987851;20944263,43589,p2wsh,UA,AS174,MULTI_SIGNAL_ANOMALY
2026-08-22T02:22:39.495389Z,13.179.121.20,209.11.143.211,46690,8333,b431b853f20ed43734992358d1750a49124dd196e44e24b464376ddd1c015c7a,1uAvauSVCRbQAzHZf1UKoXmU6dxWyRLE4T,15jt9dEiD4mGGrmQgUokAz9YfsQ6FmwUS9;1JfFec1CdwNqJQjcBmu1t9K7fMpHNrRKHJ,88323607,44161803;44128541,33263,p2pkh,CN,AS3215,NORMAL_BASELINE
2026-08-22T03:09:42.495389Z,18.86.55.240,24.208.176.255,16241,8333,8e9ee09fe8f2904b372748a6afe5992666cf56610d366474c2f1333c7c0b97f6,bc1s4gfdypnrcx9pv20l7n0hft7q5fvjc2jkdns5kv;bc1mgz4yf67srlesa2fm8m9p4a095t3m5lsd9xru5u;bc1ywmgfc3damnw2qr3v6zgpc4e9ny688mhygeqxrx;bc1vrexex5gvljc007tr9qkcfpuzxfsazh9padtj9f;bc1aehvkppmfmttlta428ce2vxlx6g4mem6w3kkn7z;bc1qcq7yhpv7yjktulhyt4u55qy9dgaxsts5lz6pqp;bc10uss4mlt62pmatkju58hq0k9kjphakjksrz47v5;bc1wtfv8rgmzyjyjlywpmmrj04k0x3xktmffpft4qn;bc1njvfl0x8w526m983kc9hqz4entsv0sxelu8q8hs;bc14er3ln42kkwkjeuy2098wns84xxrtapqkms5te0;bc1mxq90swrux7nvh2hewd8hsarsy8j0es4v55v9sl;bc1hpvw7vrxnkttau3ehacxa0fsy2nsxy0sdueu90j;bc1vnpua0gt8n77rtwyxfhnrwxz79cckgzwm7n4gvl;bc1k0f8urf5rfr23g5mhup4nslavyw8d0rt4accjxd;bc187syv7mg3xn2spc8dyf76m70wdne80d9qdth22r;bc12xjasqwkv3w9dzs7j5z4nh7wx7r8rfp0v3f8k2u;bc1jg60lguvntqear6ggyevz9lyxzjw8mc6ldsnkfr;bc1ygc97m9sysmuvd8x9323a5qmd2303r92zkwexac;bc1j7h8yy08shgjry6a8ppsa8qeuw2hdhe8tvfz0kf,bc17nka49k8graan8mn3cq7g3d8tdgpefzh9azua2z,57637;57637;57637;57637;57637;57637;57637;57637;57637;57637;57638;57638;57638;57638;57638;57638;57638;57638;57638,1068992,26120,p2wpkh,KR,AS174,FAN_IN_CONSOLIDATION
2026-08-22T03:47:12.495389Z,75.133.220.134,219.136.151.72,64843,8333,0e1a341189912a3d976c297f2abbf0b0f25a6e2833747f6281449309ef72b297,bc1p8grqugcaxkkaxm44rss2ptxsq96w6anr0c73mgdkre05lncsq36ddh5s60,bc1p9jn7az6qqu6lw4h4mwt7am7ywvrdmd68c6fpl8vwg0t2pvzmk06sx2ztls;bc1p6tj87n5ce0j98xuj464ksehe32nvc3tk2gwqvg94vyjwkage62437f4f8z,32762250,16381125;16352845,28280,p2tr,NG,AS714,NORMAL_BASELINE
2026-08-22T04:41:36.495389Z,216.248.35.94,18.11.231.52,17579,8333,23ee15faa939e52dc5f92a98b02b15eff4621fb393976dc0498d31f4ba6903b9,1R3jGgtvauRnckJnobw46JwqWWTEKTeCM9;15B5rvcJUdjovUUT4amuyk1Fv7yqVAQEy8;1wJA83XPCWP3uLM2NoKyDvDtcJNsvVNcgq;1G8BbLXhBxn1ZSTP8k7TJSBTyk5v6NiqCB;1aKHQre4m4LQbk7dLgcSoRQhHcUs5RJiJs;1W6SJEPyfLWC9HAn9PR1bGv6QMiC1b43eH;1tPPacQVGkjBSWJVnG8h7T1V5ZiMMdFCbh;1e1mPkt63rZKKgbuKgxoMMBTBHTxw2niWW;1iwa2uQfRTRA99qbTqmD7U4gmEMUzSAFw3;1mBM7DEPnS3svkY7L8DhC5RSuGsBKoKnHS;1f4s4JrGkBdLoEe1cQQfJznTkXQbs9RwbL;1VAqs82CRbg9WeubXARCwgetV8Uzj6TCGr;19LrkceYyq8fCaiYQ4Esd7Fb9hH9gycKWP;1acKNw79pEmPL5hDeAE5wij5sYB2eLZ7zq;163XYtbQMbQSwb3vB2sHq2vnmiTTEyQGFG;1ZhYaNfREhdy3iGtgeGQtoSFXFUHK7Qjmt;1i4VhhVdCeXCg4hKTNG8UnfQEZs43scxYr;1k5ktoESRZh6zSrHcQoEUF5eqK2FxWHxPs;1EF2HnrAZ3mwQ6S2eofBYH4YZ2K7EoUrzu;13GiL4fGLaLfKXHzh8GZg8ymauwGQQYySp;1kCBa7GoUcwMqbt78p36iM7KXmPCJnUeTq;18pGuc45Wu9j9acV4ATocVLRqdCSwWJXxB;1ZekvW2kLvEjUvUBXQaExvnPykHwisuSVw;1KWtkqMtBH9p6WG7uNkuEX33y1oMEyTaNH;1WUc6o76x6G15oueLVxatReR7wch81yTFj;1paExX9Ts7Qr4Zxb5i4ggwVpPE5D6pDeyf;1b1umyNVoEoG94DV4jyPxasvyw3Zm2QpUi;17yqXSPnwWkfrDRdeC3U7tNf1e6HgWAwA1;1RdhtmnHsdybmfXjsRMYTHsy6KnmaXLdys;1DgD8ZsDcHNpMYAncG8YfhWyDgWsVD5vzT;1gnbKAfxVgcsnDDsZ6mJq7ApHNiwqrFBoJ;1RT2W5pLdy381bjBz4qBRpTZ8L8YEzC6B3;18tjmzY2zSbYgPebnnyc76KPJohULyhtc3;1yhLHLne2D3AkFPtaVNyDt1vC1bWWJXeGS;15UWTpDZSXE5fiNyUDbD95Ke629UjtJaac;1K9T4E9jjqchkk1BdaK8cKCCR1fDdochzw;1pytFeuknMJ4XYnHuZg8RxwnZi4vDVhY4G;14BepkDgHjNSFyzXpAGJNY29F3f1kvrSDS;1oW2BHurHvV2poVGfu2GH2CT4vkmaedT5m,1Y4smBGkNur4PkyptcB37PwZcL8EShEGFj,2474649;2474649;2474649;2474649;2474649;2474649;2474649;2474649;2474649;2474649;2474649;2474649;2474649;2474649;2474649;2474649;2474649;2474649;2474649;2474649;2474649;2474649;2474649;2474649;2474649;2474649;2474649;2474649;2474649;2474649;2474649;2474649;2474649;2474649;2474649;2474650;2474650;2474650;2474650,96496761,14554,p2pkh,RU,AS16509,FAN_IN_CONSOLIDATION
2026-08-22T07:09:44.495389Z,170.122.98.194,33.251.15.204,25349,8333,0a62ec8c77e9c68104610214267fe60d4c5cf713ddbf07bd4aadb2bf38d809e8,3YLP8CJEe4b2MopDYqv9p3r4qnkxjem1Z3,3KAGaxWLXWAwp47QkQf3pcwBs6ccutrbrp;3U7muNFkhyoj4EDxPemHCUH4J9wUkGLPjs,27983702,13991851;13959904,31947,p2sh,IR,AS15169,MULTI_SIGNAL_ANOMALY
2026-08-22T07:52:48.495389Z,14.18.82.100,194.86.119.133,49531,8333,6aa2ec90912366f75b154cb1ede22378330180b4864289b0dae2655b008080aa,bc1pjmhry5psupfutneafwyzl693n0t0c98wtvqmxmlfsjnatjvz4gdazm6ug7,bc1pl99e6sewwvyr5tchksv5ktmkpl29aw7fn4yqtnn2ftsuqp8sacgs6d5fqa;bc1pk5v49u2rv9e76v5r90tgxrn93y4dcc8ztngmhp7mrm5end7v80ma4lmhlw,96561876,48280938;48253721,27217,p2tr,DE,AS174,BURST_ACTIVITY
2026-08-22T08:10:16.495389Z,215.107.63.216,179.112.181.75,3129,8333,de843c3f0db810018e8687c85a28ecf5285c517e158e265461b8ad5adc982c5d,3FSnH9kJoM6htE16WLVpgp2in1MZbAVEAg,3EV5BucKPvUZaXBauvxo6LooRtQMx6Lhar;3S11ftGVNNvTAuNFsnNKy4dJuHdH7EVTfy;3FXFtc3i5PcrRLAfQ8L4bY4Zbiykz3eP2a;35nEfqh8BPTH5WRg8NJKe4os6Bd3Vcsn2Y;3W2iifsk556oMrchDDbvJuxRDbexy8bMun;3zNQk78UXqdvxL2EJHC1dh5F6jimiKhRM8;3dY8V4q1q2286S4wm5tbDR53p7kDJ7GLgt;3aZsN2mYYZ7vi3WnbaqnBidm4hMmRWeNou;3ZEKeq2Cnmu9Qo6mn427uVubxLHDC8gZnt;3N3XGfq8eYfjmtztmL9nXpvV4Ak3bQejVf;36VCnfHNtr7ZPaGmNd8fhZLr726rzCmDEa;3a6tevxGLyJP4DiPqmczNqjnbfWXiFnXH9;3wSgTps9XYcASyhHJLW5Eq5zLT8JdVwM3i,69509807,5346908;5346908;5346908;5346908;5346908;5346908;5346908;5346908;5346908;5346908;5346909;5346909;5336457,10452,p2sh,DE,AS13335,FAN_OUT_PEELING
2026-08-22T09:22:17.495389Z,235.4.40.47,187.126.82.55,24304,8333,ac96d587b9d832772eacd762fba5e0a01f10fdd0edbd45a10031cf49b73e301c,bc1w0yf5k72zhhadjru5hxa7nw0pl7rshknknqs87u,bc16vdj3ej3zvdnrhjj9kwwq6edetaeahtnw7na00k;bc1e5qu2hdy580688wfz490s6ww537gvhcyll7y8q2,77886113,38943056;38932227,10830,p2wpkh,JP,AS15169,NORMAL_BASELINE
2026-08-22T10:24:04.495389Z,49.199.9.174,41.79.44.254,9867,8333,671bd21cd3a9882be240d0f8edb89e9c94afa865fed568c92379b4361a259991,bc1r8ekqf6zzqe3zr6k07lzva0hzt8a6kxdqmtvq7r,bc1zfz2ttat7ku6ff8nhdcqtd09ytjyu69tznugk2u;bc1ra7gzsz8xrae4h57rzy6tv9rdrrp2frjax3gldl,61178984,30589492;30564497,24995,p2wpkh,KR,AS714,NORMAL_BASELINE
2026-08-22T12:26:26.495389Z,132.32.52.206,121.73.231.67,16693,8333,7871acd4674f91c3ad55cce7738e834c3011bca24bbd95348d98c4fe7a34f6f2,1dnzyrdutNfXAt1QrHDAY8z9F7GuUEDyh9,1Q7g7KVhWuzLs5CYsBvCmM8sdj2dgfi84F;1dD376U5pmqz6wLG15yAmbEaofw4EsBpeq,80496708,40248354;40202988,45366,p2pkh,JP,AS16509,NORMAL_BASELINE
2026-08-22T12:32:24.495389Z,40.176.6.121,14.175.219.4,29488,8333,12ecac44fa6bb77bd7bb4b3e98c7765826a5fe398a4bf8fca7113be682f4788d,3F9WFmszFpChohWBzbdE83zvRc63QJdELU,3WeJGHMRK334kDUu6BxNJ61ZrLjMnXNeDP;3t8k7bueChv5YLjzCi3CYFsruytTiu4RwW,11098383,5549191;5520081,29111,p2sh,NL,AS3215,NORMAL_BASELINE
2026-08-22T12:34:18.495389Z,81.147.234.72,99.126.105.56,13782,8333,c258d83d7df743fc84e313e251f7439077202c4d07157623149c92028c50938f,bc1qjf0pusjwwgjhddrr0jtzvvdn429k4xrfpuj4cz,bc13c6l325jf65ymsnkh704nsts3fxq8lmxcfu23re;bc1z2raedc2elavahx3yl3d8ukj3jrkwan60ypdf9q,16698427,8349213;8333121,16093,p2wpkh,US,AS16509,MULTI_SIGNAL_ANOMALY
2026-08-22T12:40:51.495389Z,207.61.54.196,215.138.17.103,21016,8333,c2ca2ae5103c96bc461c3d83cda9101c5135bdbef071ab062f7286fd14cb82ad,1NxTFerpEVBMs6HPg38WEVTrYRmN1vJXNF,bc1k0jkrxgl83znkf7ayg7qh3yvgad9tl6e9q6k49r;bc13npfsrvpq3w5pacp2evehztd3q202p0y7jqexwx,68092899,34046449;34013114,33336,p2wsh,US,AS15169,GEO_HOPPING
2026-08-22T14:40:40.495389Z,79.146.243.181,76.83.126.77,26441,8333,99d8fc53797d59fe7ea261ace0d1355a176e13f287a4390ad174ad0c60703492,1madJgu8dG5xiUpWZ81yWWNrVc3gqPWXM7,1UvCy8fhsGoD7XGdG9KoA95ns2qzaSkjew;1YShXawszdoG3juGnDqs48gfKtPJiFkaL7,15019508,7509754;7463234,46520,p2pkh,GB,AS2914,NORMAL_BASELINE
2026-08-22T15:07:56.495389Z,79.192.246.28,249.71.206.238,42637,8333,a689b4ad7283ce54f8fe5880dca203aa6709242c48b1bf5a9d06395b803b7b52,bc1w7zsft0cqpfuh0tv64kxak7e2jgnh8mxgaexdll,bc144v2kv0e0mnumytu2r5f5rwg62wp5a6lsy35a3c;bc1cu3e60zqpk54xhqw0sf5zxg74avdvcc6jtgmay6;bc1xeltzly28qa3jzg8vjex69zazalm5juddas0plf;bc1wknmqvsp999psvdw0prne3f4cw9vj0q80rl8lfm;bc1zrhs5y9nldy6v0v2pusascvjajx3yjf4x3jnnjj;bc1flqrhw9cf29dlg022z8j6s4rju80e3e27y56rup,4824678,804113;804113;804113;804113;804113;762472,41641,p2wsh,RO,AS3356,FAN_OUT_PEELING
2026-08-22T15:17:02.495389Z,80.12.221.193,137.205.71.231,64264,8333,5c2fdc039296abcee4e908d2c5f5b82fae948df8db49257e4da1279bd0ee7496,1LqANn6JScnauXxJNhHuHv49auyRrqA5BF,1XVaCRVS2kQ3udcWdnM4GXeCcEBu3cEhnV;17CKcXSywNVGL8DEgKdPLUNKjHiPhF8qgF,9910703,4955351;4911970,43382,p2pkh,UA,AS16509,NORMAL_BASELINE
2026-08-22T15:54:52.495389Z,4.239.247.49,172.89.120.168,47069,8333,1421796066dee153da6a63e72d8f3a93f9e0b0a046ad2015bc7304fef8aab982,bc1p50tgvww0823rwradru8xchygwpyzp5xgm5jd0m3nusue0xuj6nnpwrnywn,bc1pje24zf9ez7996kmh2zqggvuvfx9cedzyklk5wya7vs2wp5uaa20paxcxqj;bc1pu4xl2hd7auftd03fwqfe58k6tecdmf6zfdxr2xlc6srhlv4t6tj2dpaaa8,63725184,31862592;31820331,42261,p2tr,CN,AS3215,NORMAL_BASELINE
